"Type","Theme","File","Name","Color","Legend","Labels","Unit","Visible","Provenance","Description","Notes"
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BTNW Current.tif","Bird: Black-throated Green Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BTPI Current.tif","Bird: Band-tailed Pigeon","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BUFF Current.tif","Bird: Bufflehead","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BUOR Current.tif","Bird: Bullock's Oriole","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BUSH Current.tif","Bird: Bushtit","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BWHA Current.tif","Bird: Broad-winged Hawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution BWTE Current.tif","Bird: Blue-winged Teal","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CAFI Current.tif","Bird: Cassin's Finch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CAHU Current.tif","Bird: Calliope Hummingbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CAQU Current.tif","Bird: California Quail","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CAVI Current.tif","Bird: Cassin's Vireo","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CAWA Current.tif","Bird: Canada Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CBCH Current.tif","Bird: Chestnut-backed Chickadee","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CCSP Current.tif","Bird: Clay-colored Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CHSP Current.tif","Bird: Chipping Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CITE Current.tif","Bird: Cinnamon Teal","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CLNU Current.tif","Bird: Clark's Nutcracker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CLSW Current.tif","Bird: Cliff Swallow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CMWA Current.tif","Bird: Cape May Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COGO Current.tif","Bird: Common Goldeneye","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COGR Current.tif","Bird: Common Grackle","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COHA Current.tif","Bird: Cooper's Hawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COLO Current.tif","Bird: Common Loon","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COME Current.tif","Bird: Common Merganser","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CONI Current.tif","Bird: Common Nighthawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COPO Current.tif","Bird: Common Poorwill","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CORA Current.tif","Bird: Common Raven","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution CORE Current.tif","Bird: Common Redpoll","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution COYE Current.tif","Bird: Common Yellowthroat","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution DEJU Current.tif","Bird: Dark-eyed Junco","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution DOWO Current.tif","Bird: Downy Woodpecker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution DUFL Current.tif","Bird: Dusky Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution DUGR Current.tif","Bird: Dusky Grouse","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution EAGR Current.tif","Bird: Eared Grebe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution EAKI Current.tif","Bird: Eastern Kingbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution EAPH Current.tif","Bird: Eastern Phoebe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution EUST Current.tif","Bird: European Starling","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution EVGR Current.tif","Bird: Evening Grosbeak","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution FOSP Current.tif","Bird: Fox Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GADW Current.tif","Bird: Gadwall","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GBHE Current.tif","Bird: Great Blue Heron","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GCKI Current.tif","Bird: Golden-crowned Kinglet","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GCRF Current.tif","Bird: Gray-crowned Rosy-Finch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GCSP Current.tif","Bird: Golden-crowned Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GCTH Current.tif","Bird: Gray-cheeked Thrush","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GHOW Current.tif","Bird: Great Horned Owl","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GOEA Current.tif","Bird: Golden Eagle","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GRCA Current.tif","Bird: Gray Catbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GRJA Current.tif","Bird: Gray Jay","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GRYE Current.tif","Bird: Greater Yellowlegs","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GWGU Current.tif","Bird: Glaucous-winged Gull","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution GWTE Current.tif","Bird: Green-winged Teal","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HADU Current.tif","Bird: Harlequin Duck","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HAFL Current.tif","Bird: Hammond's Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HAWO Current.tif","Bird: Hairy Woodpecker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HETH Current.tif","Bird: Hermit Thrush","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HOFI Current.tif","Bird: House Finch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HOGR Current.tif","Bird: Horned Grebe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HOLA Current.tif","Bird: Horned Lark","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HOME Current.tif","Bird: Hooded Merganser","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HOSP Current.tif","Bird: House Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HOWR Current.tif","Bird: House Wren","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution HUVI Current.tif","Bird: Hutton's Vireo","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution KILL Current.tif","Bird: Killdeer","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LASP Current.tif","Bird: Lark Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LBCU Current.tif","Bird: Long-billed Curlew","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LCSP Current.tif","Bird: Le Conte's Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LEFL Current.tif","Bird: Least Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LESC Current.tif","Bird: Lesser Scaup","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LEWO Current.tif","Bird: Lewis's Woodpecker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LEYE Current.tif","Bird: Lesser Yellowlegs","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution LISP Current.tif","Bird: Lincoln's Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MALL Current.tif","Bird: Mallard","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MAMU Current.tif","Bird: Marbled Murrelet","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MAWR Current.tif","Bird: Marsh Wren","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MEGU Current.tif","Bird: Mew Gull","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MERL Current.tif","Bird: Merlin","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MOBL Current.tif","Bird: Mountain Bluebird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MOCH Current.tif","Bird: Mountain Chickadee","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MODO Current.tif","Bird: Mourning Dove","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution MOWA Current.tif","Bird: Mourning Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NAWA Current.tif","Bird: Nashville Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NOCR Current.tif","Bird: Northwestern Crow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NOFL Current.tif","Bird: Northern Flicker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NOGO Current.tif","Bird: Northern Goshawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NOHA Current.tif","Bird: Northern Harrier","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NOPI Current.tif","Bird: Northern Pintail","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NOWA Current.tif","Bird: Northern Waterthrush","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NRWS Current.tif","Bird: Northern Rough-winged Swallow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution NSWO Current.tif","Bird: Northern Saw-whet Owl","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution OCWA Current.tif","Bird: Orange-crowned Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution OSFL Current.tif","Bird: Olive-sided Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution OSPR Current.tif","Bird: Osprey","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution OVEN Current.tif","Bird: Ovenbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PAWA Current.tif","Bird: Palm Warbler","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PAWR Current.tif","Bird: Pacific Wren","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PBGR Current.tif","Bird: Pied-billed Grebe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PECO Current.tif","Bird: Pelagic Cormorant","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PEFA Current.tif","Bird: Peregrine Falcon","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PHVI Current.tif","Bird: Philadelphia Vireo","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PIGR Current.tif","Bird: Pine Grosbeak","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PIGU Current.tif","Bird: Pigeon Guillemot","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PISI Current.tif","Bird: Pine Siskin","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PIWO Current.tif","Bird: Pileated Woodpecker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PSFL Current.tif","Bird: Pacific-slope Flycatcher","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PUFI Current.tif","Bird: Purple Finch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PUMA Current.tif","Bird: Purple Martin","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution PYNU Current.tif","Bird: Pygmy Nuthatch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RBGR Current.tif","Bird: Rose-breasted Grosbeak","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RBNU Current.tif","Bird: Red-breasted Nuthatch","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RBSA Current.tif","Bird: Red-breasted Sapsucker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RCKI Current.tif","Bird: Ruby-crowned Kinglet","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RECR Current.tif","Bird: Red Crossbill","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution REDH Current.tif","Bird: Redhead","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution REVI Current.tif","Bird: Red-eyed Vireo","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RNDU Current.tif","Bird: Ring-necked Duck","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RNGR Current.tif","Bird: Red-necked Grebe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RNPH Current.tif","Bird: Ring-necked Pheasant","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RNSA Current.tif","Bird: Red-naped Sapsucker","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution ROPI Current.tif","Bird: Rock Pigeon","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution ROPT Current.tif","Bird: Rock Ptarmigan","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution ROWR Current.tif","Bird: Rock Wren","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RTHA Current.tif","Bird: Red-tailed Hawk","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RTLO Current.tif","Bird: Red-throated Loon","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RUBL Current.tif","Bird: Rusty Blackbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RUDU Current.tif","Bird: Ruddy Duck","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RUGR Current.tif","Bird: Ruffed Grouse","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RUHU Current.tif","Bird: Rufous Hummingbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution RWBL Current.tif","Bird: Red-winged Blackbird","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SACR Current.tif","Bird: Sandhill Crane","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SAPH Current.tif","Bird: Say's Phoebe","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SAVS Current.tif","Bird: Savannah Sparrow","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SORA Current.tif","Bird: Sora","Blues","continuous","","km2*","FALSE","missing","",""
"theme","Current patterns of biodiversity","yale_1/Birds/Bird Species Distribution SOSA Current.tif","Bird: Solitary Sandpiper","Blues","continuous","","km2*","FALSE","missing","",""
