Type,Theme,File,Name,Color,Legend,Labels,Unit,Visible,Status,Provenance,Description,Notes
theme,Current patterns of biodiversity,yale_1/BEC_zones/BEC Zone CWH.tif,BEC zone: Coastal Western Hemlock,"#ffffff, #329f02",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/q49pzhmwwmanf1g/BEC%20Zone%20CWH.webp?dl=0'/></p><p>The Biogeoclimatic Ecosystem Classification (BEC) system adopted in BC as a method to classify and manage sites on an ecosystem-specific basis that combine the nature, soil, geology and climatic factor in the classification. In BEC, ecosystems are described in terms of potential plant community or what the species composition might look like at maturity.</p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2020, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/BEC_zones/BEC Zone SBS.tif,BEC zone: Sub-Boreal Spruce,"#ffffff, #42a9dc",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/sp9i7jdl9zrcn3z/BEC%20Zone%20SBS.webp?dl=0'/></p><p>The Biogeoclimatic Ecosystem Classification (BEC) system adopted in BC as a method to classify and manage sites on an ecosystem-specific basis that combine the nature, soil, geology and climatic factor in the classification. In BEC, ecosystems are described in terms of potential plant community or what the species composition might look like at maturity.</p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2020, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/BEC_zones/BEC Zone MS.tif,BEC zone: Montane Spruce,"#ffffff, #ff39fe",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/hg7fpp0lv12ftbw/BEC%20Zone%20MS.webp?dl=0'/></p><p>The Biogeoclimatic Ecosystem Classification (BEC) system adopted in BC as a method to classify and manage sites on an ecosystem-specific basis that combine the nature, soil, geology and climatic factor in the classification. In BEC, ecosystems are described in terms of potential plant community or what the species composition might look like at maturity.</p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2020, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/BEC_zones/BEC Zone BG.tif,BEC zone: Bunchgrass,"#ffffff, #fc1c24",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/t2kpz076e2nvgxq/BEC%20Zone%20BG.webp?dl=0'/></p><p>The Biogeoclimatic Ecosystem Classification (BEC) system adopted in BC as a method to classify and manage sites on an ecosystem-specific basis that combine the nature, soil, geology and climatic factor in the classification. In BEC, ecosystems are described in terms of potential plant community or what the species composition might look like at maturity.</p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2020, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/BEC_zones/BEC Zone PP.tif,BEC zone: Ponderosa Pine,"#ffffff, #f95910",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/3zwmg51gcp3ojzm/BEC%20Zone%20PP.webp?dl=0'/></p><p>The Biogeoclimatic Ecosystem Classification (BEC) system adopted in BC as a method to classify and manage sites on an ecosystem-specific basis that combine the nature, soil, geology and climatic factor in the classification. In BEC, ecosystems are described in terms of potential plant community or what the species composition might look like at maturity.</p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2020, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/Under-represented BEC zones.tif,Under-represented BEC zones,BuPu,continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/w3wjgqs7orybr8h/Under-represented%20BEC%20zones.webp?dl=0'/></p><p>Under-represented Biogeoclimatic zones based on the current protected areas, that is, how much each BEC zone is not covered by protected areas for BC.</p><p><em>Value Interpretation:</em></p><p>Higher values indicate relative low present of protected areas in that BEC zone. Low values indicate there are relative a lot of protected areas in that BEC zone (high representative).</p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2020, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/Critical Habitat.tif,Critical Habitat,PuRd,continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/al4omrodjiwv7kd/Critical%20Habitat.webp?dl=0'/></p><p>This dataset displays the area within which critical habitat for federally-listed species at risk occurs or is being considered. The habitat that is necessary for the survival or recovery of a listed wildlife species and that is identified as the species’ critical habitat in the recovery strategy or action plan for the species. The entire area will not necessarily be defined as critical habitat. To determine specific critical habitat locations, it is essential that this information is reviewed in conjunction with relevant draft recovery strategies or action plans. </p><p><em>Reference:</em></p><p>Ministry of Forests, Lands, Natural Resource Operations and Rural Development, BC, Canada,  2019, data from the British Columbia Data Catalogue (https://catalogue.data.gov.bc.ca/)</p>",
theme,Current patterns of biodiversity,yale_1/Bison Capability.tif,Bison Capability,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/k5egf9q8q3mqyjc/Bison%20Capability.webp?dl=0'/></p><p>Broad Ecosystem Inventory Bison Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Moose Capability - Alaskan.tif,Moose Capability - Alaskan,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/y9n4y5buxy27mm6/Moose%20Capability%20-%20Alaskan.webp?dl=0'/></p><p>Broad Ecosystem Inventory Alaskan Moose Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Moose Capability - Northwestern.tif,Moose Capability - Northwestern,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/3ug0s7i7l2k4588/Moose%20Capability%20-%20Northwestern.webp?dl=0'/></p><p>Broad Ecosystem Inventory Northwestern Moose Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Moose Capability - Shiras.tif,Moose Capability - Shiras,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/xy4ft4u3hhe7n85/Moose%20Capability%20-%20Shiras.webp?dl=0'/></p><p>Broad Ecosystem Inventory Shiras Moose Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Caribou Capability - Boreal.tif,Caribou Capability - Boreal,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/rb3b6c1jljd9xld/Caribou%20Capability%20-%20Boreal.webp?dl=0'/></p><p>Broad Ecosystem Inventory Boreal Caribou Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Caribou Capability - Northern.tif,Caribou Capability - Northern,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/ex0gu4bcm0e8l4b/Caribou%20Capability%20-%20Northern.webp?dl=0'/></p><p>Broad Ecosystem Inventory Northern Caribou Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Elk Capability.tif,Elk Capability,"#ffffff, #787c0a",continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/9tlfrvlrs26yvee/Elk%20Capability.webp?dl=0'/></p><p>Broad Ecosystem Inventory Elk Capability Mapping. Broad Ecosystem Inventory (BEI) is a method of classifying and mapping broad ecosystem habitats, their suitability and capability of the land to support various wildlife species. A capability rating is defined as the ability of the habitat, under the optimal natural conditions for a species to provide its life requisites, irrespective of the current condition of the habitat.</p><p><em>Value Interpretation:</em></p><p>High values means more capability specific for this species</p><p><em>Reference:</em></p><p>Tony Button, 2016, BC Government, Ministry of Environment - Knowledge Management Branch. Data available in https://hectaresbc.ca, accessed Oct 2021.</p>",
theme,Current patterns of biodiversity,yale_1/Bird Species Richness.tif,Bird Species Richness,Blues,continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/rd693y1d0od327c/Bird%20Species%20Richness.webp?dl=0'/></p><p>Maximum number of bird species with potential habitat from from 242 bird species suitability models based on the current distribution for North America.</p><p><em>Value Interpretation:</em></p><p>The sum of all suitability species range in the planning unit</p><p><em>Reference:</em></p><p>Bateman, B.L., C.B. Wilsey, L. Taylor, J. Wu, G.S. LeBaron, and G. Langham. 2020. North American birds require mitigation and adaptation to reduce vulnerability to climate change. Conservation Science and Practice</p>",
theme,Current patterns of biodiversity,yale_1/Tree Species Richness.tif,Tree Species Richness,Greens,continuous,,km2*,FALSE,TRUE,missing,"<p><img src='https://dl.dropboxusercontent.com/s/rx6zxc7fn6e35xh/Tree%20Species%20Richness.webp?dl=0'/></p><p>Maximum number of tree species with potential habitat from 324 tree species suitability models based on the current distribution for North America.</p><p><em>Value Interpretation:</em></p><p>The sum of all suitability species range in the planning unit</p><p><em>Reference:</em></p><p>McKenney, D.W., Pedlar, J.H., et al. 2011. Revisiting projected shifts in the climate envelopes of North American trees using updated general circulation models. Global Change Biology 17, 2720–2730. https://doi-org.prxy.lib.unbc.ca/10.1111/j.1365-2486.2011.02413.x</p>",
